CUSTOMER_ID,CITY,GENDER,MARITAL_STATUS,CHILDREN_COUNT,AVG_AMT,AVG_QUANTITY,FREQ_SUBCAT,MEAN_PROFIT,AVERAGE_MONTHLY_SPENDING,DAY_DIFF,TOTAL_TRANS,AGE,SPEND_RANK
112079,10016,1,0,0,48.17622951,4.721311,2,8.341160221,333.9039054,16,61,26,1
195843,10016,0,3,0,48.4625,5,2,8.20923913,323.9580363,66,60,65,1
135057,10016,0,0,0,39.74647887,4.478873,2,7.273222749,308.6064429,100,71,49,1
189292,10016,0,2,2,42.37867647,4.426471,2,8.168518519,309.6473466,15,68,66,1
51431,10016,0,1,3,42.24193548,4.516129,2,7.677932961,291.9966064,49,62,24,1
84046,10016,0,1,1,44.49242424,4.863636,2,7.961306533,324.7422815,44,66,80,1
34908,10016,0,1,1,45.49206349,4.825397,2,7.704404145,312.607336,61,63,37,1
91405,10016,1,3,0,37.46323529,3.970588,2,6.791752577,266.4588168,172,68,65,1
37419,10016,1,0,0,45.46590909,4.742424,2,7.932397959,335.1770471,39,66,19,1
87529,10016,0,0,0,39.6609589,4.260274,2,7.583248731,297.0709631,34,73,78,1
30364,10016,1,0,0,45.66037736,4.867925,2,7.540243902,279.9514056,24,53,34,1
36861,10016,0,0,0,46.71363636,4.854545,2,8.313354037,291.3694385,38,55,80,1
67391,10016,0,1,2,43.73305085,4.59322,2,7.492774567,300.9766709,38,59,72,1
28810,10016,1,1,2,46.685,5.12,2,7.936842105,292.2314214,82,50,45,1
188427,10016,0,3,0,38.07089552,3.940299,2,7.12445055,261.6225717,78,67,70,1
55141,10016,0,2,0,41.60887097,4.5,2,7.604597701,309.7372915,93,62,33,1
124281,10016,1,3,0,41.04934211,4.631579,2,7.329147982,346.6584495,48,76,83,1
54061,10016,0,0,0,42.60964912,4.526316,2,7.875609756,265.8221278,117,57,43,1
24278,10016,0,1,2,37.6875,4,2,7.502659575,265.2185476,46,72,32,1
134069,10016,0,1,1,44.52777778,4.777778,2,7.809810127,284.3384697,155,54,82,1
12717,10016,1,1,3,37.72540984,4.213115,2,7.364939024,270.2694894,36,61,33,1
61691,10016,1,3,0,40.55241935,4.403226,2,7.03489011,279.9708089,47,62,35,1
154458,10016,0,0,0,44.40254237,4.525424,2,8.2121875,269.5395339,47,59,21,1
154198,10016,0,0,0,42.39925373,4.507463,2,8.85,287.7571264,27,67,51,1
65354,10016,0,1,2,45.35,4.781818,2,7.95,272.9754781,67,55,18,1
118563,10016,1,3,0,40.40873016,4.126984,2,7.461011905,271.0212455,71,63,20,1
138424,10016,0,0,2,37.23809524,4.031746,2,6.976420455,262.15502,97,63,70,1
86630,10016,0,0,2,46.33636364,4.709091,2,8.30875,274.4628888,55,55,37,1
161582,10016,0,1,1,40.38432836,4.238806,2,7.553439153,317.6958803,9,67,33,1
114404,10016,1,0,0,38.99180328,4.114754,2,7.69246988,282.0224303,24,61,21,1
33372,10016,0,0,0,42.17272727,4.4,0,8.105882353,277.332995,15,55,44,1
24148,10016,2,0,2,39.56349206,4.238095,2,7.572289157,260.9802627,25,63,80,1
156955,10016,0,2,3,44.80932203,4.661017,2,7.665254237,301.8860617,59,59,53,1
143323,10016,0,1,0,41.57083333,4.5,2,8.260828026,285.1572965,114,60,45,1
149334,10016,0,1,1,39.51694915,4.322034,2,7.668238994,263.1790125,17,59,38,1
144952,10016,0,0,0,41.62068966,3.965517,2,8.081081081,276.4373711,43,58,17,1
71417,10016,1,2,1,37.56349206,3.968254,2,7.773823529,265.6670864,5,63,79,1
58055,10016,2,1,3,53.32407407,5.388889,2,8.20441989,330.077348,18,54,65,1
71655,10016,0,1,2,43.59166667,4.35,2,8.005325444,277.0236158,61,60,69,1
75519,10016,0,0,0,39.59701493,4.298507,2,7.78362069,282.7818578,26,67,65,1
158240,10016,0,3,0,40.23846154,4.676923,2,7.181794872,275.7879035,38,65,52,1
163420,10016,0,0,0,39.36206897,4.241379,2,7.360736196,266.2306654,37,58,71,1
194887,10016,0,0,0,49.485,5.16,2,8.672185431,311.5430248,96,50,32,1
163001,10016,1,1,2,47.5,4.62963,2,8.507741936,280.6169966,87,54,43,1
53294,10016,0,0,0,46.11363636,4.5,2,8.777222222,338.4608818,30,66,48,1
187281,10016,2,1,2,42.47457627,4.491525,2,8.156097561,284.4736827,24,59,29,1
179330,10016,0,0,0,43.5703125,4.78125,2,7.886968085,324.3907002,20,64,42,1
35458,10016,1,1,1,43.15983607,4.688525,2,7.623480663,324.6207466,39,61,58,1
52250,10016,0,3,0,40.18442623,4.311475,2,7.426969697,260.6556277,76,61,76,1
23661,10016,2,3,0,44.86320755,4.981132,2,7.29408284,305.1841094,42,53,72,1
123774,10016,0,0,0,43.29411765,4.647059,2,8.058947368,311.9094299,24,68,40,1
70246,10016,2,1,3,41.78571429,4.365079,2,7.408938548,303.7939277,73,63,47,1
92088,10016,0,0,0,36.88013699,3.835616,2,7.690591398,261.4343948,68,73,17,1
168252,7288,1,0,0,37.765625,4.4375,2,6.784114583,282.0337404,93,64,64,1
184439,7288,1,1,4,43.04910714,4.482143,2,7.438253012,278.6471958,66,56,22,1
84479,7288,0,0,0,38.08333333,4.106667,2,6.543378995,290.564825,101,75,65,1
183973,7288,0,0,0,34.75704225,3.816901,2,7.038095238,266.6645039,17,71,83,1
176908,7288,2,1,2,42.3046875,4.296875,2,7.408791209,262.6516515,128,64,47,1
78289,7288,0,1,2,42.45723684,4.5,1,7.226059322,346.404097,70,76,46,1
190801,7288,1,1,1,43.91269841,4.619048,1,7.678342246,273.002643,35,63,68,1
144933,7288,0,1,2,40.82692308,4.353846,1,7.375135135,262.5588554,56,65,54,1
122047,7288,0,1,2,39.60820896,4.298507,2,6.772110553,278.969657,63,67,30,1
188665,7288,1,1,2,38.23928571,4.242857,1,7.199238579,265.0550199,142,70,49,1
93171,7288,1,0,0,43.20769231,4.892308,1,7.427941177,302.3479658,49,65,35,1
196254,7288,1,0,0,43.984375,4.640625,1,7.640575916,306.6099904,83,64,25,1
182202,7288,0,1,2,40.72983871,4.258065,1,7.61954023,267.130529,81,62,31,1
194633,7288,0,1,4,41.15217391,4.666667,2,7.310243902,308.9186708,141,69,50,1
80687,7288,0,0,0,45.5862069,4.827586,2,7.619086022,291.1867184,131,58,60,1
133562,7288,0,2,0,42.39583333,4.65,0,7.044652406,279.8117397,238,60,38,1
153142,7288,1,0,0,44.01492537,4.820896,2,7.93459596,286.4046016,97,67,18,1
127170,7288,0,1,1,36.11594203,3.985507,2,7.014247312,271.2299151,30,69,22,1
168838,7288,1,0,0,44.98412698,5.015873,2,7.689408867,322.6571429,36,63,19,1
112780,7288,1,0,0,38.97,4.186667,2,7.188356164,279.899386,9,75,66,1
119396,7288,2,1,1,41.57142857,4.888889,1,7.157653061,279.0516205,73,63,31,1
129132,7288,0,0,0,38.76811594,4.449275,2,7.22925,304.615137,42,69,54,1
185264,7288,1,0,0,38.99626866,4.328358,0,6.838402062,281.6013559,57,67,20,1
93836,7288,0,0,0,42.92753623,4.971014,1,7.328888889,365.2374925,34,69,33,1
105421,7288,1,1,1,35.30625,4.0375,1,6.855707763,288.5425647,64,80,17,1
84965,7288,0,0,0,42.72321429,4.839286,1,7.614488636,266.0696878,75,56,48,1
145829,7288,0,1,2,40.19583333,4.366667,1,7.166011236,262.2517966,75,60,67,1
195718,7288,1,2,0,43.23684211,4.447368,2,7.811682243,328.6988922,68,76,56,1
170107,7288,1,0,0,40.34920635,5.111111,0,6.75195122,291.5887114,53,63,43,1
75908,7288,0,0,0,35.89285714,4.028571,1,7.04021164,262.3587784,53,70,41,1
110116,7288,1,2,2,40.94444444,4.666667,2,6.844559586,261.5138889,19,63,81,1
109003,7288,1,0,0,39.70522388,4.223881,2,7.522894737,266.2715148,158,67,74,1
198366,7288,1,0,0,43.7173913,4.42029,2,7.609701493,312.8102997,101,69,23,1
65537,7288,0,2,2,42.21538462,4.4,2,7.645108696,279.3974719,69,65,57,1
132564,7288,2,1,4,40.72307692,4.446154,2,7.215526316,292.6180556,199,65,39,1
80609,7288,0,0,0,42.55909091,4.290909,2,7.454193548,264.4770861,101,55,23,1
139776,7288,2,0,0,39.56439394,4.439394,2,6.858461539,272.0472216,109,66,23,1
134528,7288,0,0,0,42.70955882,4.397059,2,7.227163462,300.6678301,93,68,46,1
89641,7288,1,1,0,44.09836066,5.081967,2,7.62591623,283.6689721,175,61,56,1
162592,7288,1,0,0,41.6641791,4.641791,1,7.517010309,273.0167159,232,67,75,1
73237,7288,1,1,2,36.94672131,4.163934,1,6.661864407,260.4778041,18,61,20,1
146427,7288,0,2,0,45.5877193,4.631579,2,8.255521472,287.4502192,130,57,48,1
102184,7288,1,0,0,39.65441176,4.308824,2,7.053921569,310.917443,98,68,63,1
149004,7288,1,3,0,39.76171875,4.453125,2,6.95025641,266.0282879,44,64,27,1
165333,7288,0,2,1,36.58783784,4.013514,2,6.836714976,269.3896762,60,74,25,1
145433,7288,0,0,0,41.61637931,4.586207,0,7.851219512,289.33886,88,58,64,1
168142,7288,1,0,2,43.22580645,4.467742,2,7.54048913,286.0297986,149,62,30,1
120698,7288,0,1,2,39.23809524,4.111111,2,7.06,261.66733,116,63,41,1
186271,7288,0,3,0,35.97115385,3.807692,2,7.498780488,266.1821085,55,78,19,1
112437,7288,0,2,0,41.09926471,4.661765,2,7.293382353,301.5888228,76,68,24,1
145516,7288,2,0,0,39.0766129,4.532258,0,7.298895028,273.3922374,76,62,78,1
141714,7288,1,1,3,43.27272727,4.563636,2,7.706481482,276.4914712,68,55,27,1
159009,7288,1,1,3,42.40909091,4.651515,1,7.34948718,312.8262737,22,66,50,1
125043,7288,0,0,0,45.46785714,4.6,1,8.064778325,338.7165122,110,70,34,1
194227,7288,2,2,4,37.4625,3.8875,2,7.085426009,300.630752,62,80,46,1
93727,7288,0,0,0,41.9,4.683333,2,6.811375661,296.0643621,63,60,68,1
167597,7288,0,0,0,43.90789474,4.491228,2,8.448101266,284.2935022,220,57,58,1
77989,7288,0,1,2,39.68283582,4.686567,2,7.007524272,304.121249,26,67,39,1
196583,7288,1,1,5,39.96268657,4.074627,2,7.074468085,265.7758465,30,67,77,1
62284,7288,0,1,2,41.19672131,4.213115,2,7.916568047,275.7855169,52,61,68,1
157867,7288,0,0,0,46.91923077,4.846154,2,7.855853659,334.9416731,21,65,48,1
76486,7288,2,3,0,38.31343284,4.328358,2,6.976530612,297.4808836,144,67,33,1
104439,7288,1,0,0,43.58181818,4.872727,2,7.01299435,263.0827732,93,55,75,1
90144,7288,0,3,0,42.4125,4.483333,0,8.272327044,290.9895635,20,60,27,1
154226,7288,0,0,0,43.91525424,4.711864,2,7.269948187,360.1387627,45,59,74,1
70086,7288,0,2,1,40.37152778,4.236111,1,7.325233645,324.5639676,89,72,38,1
147255,7288,2,2,2,47.00403226,5.064516,2,7.8525,336.2842693,61,62,55,1
135872,7288,0,2,1,44.78629032,4.66129,1,7.552910053,309.1454566,65,62,72,1
151397,7288,0,1,2,37.58196721,4.360656,1,6.520967742,282.219662,109,61,81,1
71029,7288,0,2,4,38.87121212,4.393939,1,7.226519337,281.0060574,108,66,63,1
138765,7288,0,2,0,47.5204918,5,2,7.55786802,352.9152198,67,61,46,1
172944,7288,0,0,0,41.75423729,4.457627,2,7.216857143,285.9028184,30,59,42,1
169883,7288,0,1,4,40.94067797,4.525424,0,6.785326087,260.6883035,53,59,24,1
87603,7288,1,3,0,38.92532468,4.220779,2,7.119724771,327.5236843,48,77,45,1
131647,7288,0,1,1,39,4.444444,2,7.042513369,279.135979,67,63,50,1
158085,7288,1,0,0,38.53214286,4.471429,2,7.278985507,293.4063589,88,70,36,1
99051,7288,0,2,4,36.55067568,4.148649,1,6.675934579,306.5617502,43,74,48,1
197186,7288,0,3,0,39.97727273,4.030303,2,7.304973822,281.8814849,119,66,61,1
132934,7288,1,2,1,44.13983051,4.423729,2,8.575961539,273.9495913,47,59,50,1
174614,7288,2,0,0,36.7625,4,2,7.365789474,274.1812651,62,80,43,1
181013,7288,1,0,2,39.65277778,4.388889,2,6.909151786,320.259834,59,72,32,1
108489,7288,0,0,0,37.13028169,4.366197,1,7.12437811,270.4953126,34,71,67,1
85244,7288,1,2,2,40.8875,4.533333,1,7.059189189,282.3821442,20,60,37,1
69493,7288,0,1,1,39.51408451,4.126761,0,7.277295918,292.0225797,56,71,26,1
195715,7288,1,1,2,40.09230769,4.569231,1,7.11725,286.0954331,22,65,35,1
135509,7288,0,1,4,46.12692308,4.892308,2,7.827970297,302.3336404,37,65,25,1
199487,7288,0,1,1,42.3,5.08,0,6.598511905,272.919601,48,50,83,1
120752,7288,0,0,0,48.5,4.924528,2,8.008641975,284.4575885,147,53,53,1
162884,7288,0,0,0,34.78896104,3.792208,2,6.693160377,264.9525807,78,77,23,1
180775,7288,1,1,2,38.17361111,4.625,2,6.732882883,302.7722472,66,72,51,1
169014,7288,1,3,0,45.55681818,4.954545,2,7.504411765,346.7628212,170,66,72,1
162187,7288,1,0,0,39.93442623,4.442623,1,6.605641026,273.9089835,144,61,40,1
151268,7288,1,0,0,39.97014925,3.895522,2,7.903197674,267.8163885,45,67,30,1
140262,7288,2,2,2,41.83203125,4.75,0,6.42705314,287.9531533,188,64,25,1
132738,7288,1,1,2,44.24590164,4.803279,1,7.118159204,321.3888889,88,61,31,1
144070,7288,2,0,0,38.25,4.202703,2,7.33236715,273.5825252,80,74,78,1
142487,7288,1,1,2,41.99242424,4.090909,1,7.895810056,275.0193309,14,66,57,1
121114,7288,2,1,5,38.01041667,4.347222,1,7.28030303,273.0315775,109,72,18,1
167945,7288,1,1,3,40.56071429,4.442857,2,7.601758794,307.0830024,93,70,33,1
112174,7288,1,0,0,37.85135135,4.310811,2,7.246948357,302.3492501,81,74,77,1
103264,7288,1,1,2,39.41666667,4.492754,1,6.744976077,279.2282085,102,69,17,1
181392,7288,1,3,0,41.54109589,4.657534,2,6.992511013,310.4264632,156,73,61,1
93630,7288,0,1,1,40.13492063,4.412698,2,7.289130435,268.2068665,97,63,23,1
177241,7288,1,0,0,38.55681818,4.409091,2,6.870149254,281.4799648,124,66,80,1
65220,7288,0,0,0,40.85661765,4.323529,0,7.944594595,264.5851709,59,68,27,1
142103,7288,0,1,2,37.1971831,4.098592,1,6.895226131,286.899671,71,71,44,1
93508,7288,1,0,0,39.93548387,4.693548,2,7.030208333,262.4195458,73,62,57,1
123689,7288,1,0,0,37.72560976,4.170732,2,6.950429185,300.2831827,6,82,61,1
64815,7288,1,1,2,40.75416667,4.616667,2,6.882552083,265.2248677,144,60,48,1
81256,7288,1,0,0,41.0483871,4.677419,2,7.291208791,262.8962276,44,62,68,1
94701,7288,0,1,2,38.06071429,4.057143,2,7.14609375,268.6715082,97,70,79,1
192540,7288,0,0,0,42.08461538,4.646154,1,7.062311558,286.9528962,62,65,71,1
64289,7288,1,0,0,40.70491803,4.622951,1,6.662060302,296.7794034,9,61,68,1
110989,7288,0,1,2,38.47535211,4.098592,2,7.172222222,280.0382317,93,71,69,1
128031,7288,0,1,4,41.63405797,4.449275,2,7.191314554,314.2186924,108,69,30,1
160490,7288,0,0,0,41.15384615,4.276923,2,7.673888889,290.9646317,124,65,19,1
157402,7288,1,0,0,41.3828125,4.265625,2,7.755617978,285.1153078,150,64,62,1
122346,7288,0,1,1,49.12711864,5.186441,0,7.873560209,301.6543061,34,59,32,1
87795,7288,1,0,0,39.13888889,4.097222,2,7.564213198,288.9702145,30,72,79,1
139423,7288,0,1,1,40.81854839,4.645161,2,7.098941799,268.4310661,102,62,44,1
115957,7288,0,0,0,33.28985507,3.927536,0,6.517647059,265.4990698,9,69,40,1
156594,7288,0,2,2,39.1,4.346667,2,7.429107981,291.0511522,40,75,23,1
167871,7288,1,1,4,41.5,4.676923,0,7.103030303,320.0353227,46,65,28,1
88557,7288,0,2,1,39.09322034,4.338983,2,7.279022989,285.075714,55,59,48,1
